,t,q_d,dq_d,i_d,q,dq,i
1670,8.346023826998135,2.465552825747409,0,1.548583813029647,2.310694444444444,0.0,8
1671,8.35100677599985,2.4520710068495966,0,15.684079495195405,2.2930555555555556,-3.5234812455637488,8
1672,8.357395822000399,2.4348214253468536,0,1.4176586979129802,2.2930555555555556,0.0,-4
1673,8.360836841999117,2.4255482348831943,0,15.689768050919415,2.2754166666666666,-3.547113092188535,17
1674,8.36735449799744,2.4080168505496284,0,1.326001838829618,2.2754166666666666,0.0,3
1675,8.370997979000094,2.3982354302787257,0,15.432806050124302,2.2577777777777777,-3.5070573812787056,7
1676,8.377410820998193,2.3810524350531423,0,1.2327465727536469,2.2577777777777777,0.0,8
1677,8.380830360998516,2.371907255808326,0,15.408636267500196,2.2401388888888887,-3.522738149576456,21
1678,8.385827957998117,2.3585635724413505,0,1.1842468355246183,2.2401388888888887,0.0,12
1679,8.390991682997992,2.3448036834460915,0,15.33857739484639,2.2224999999999997,-3.528885140096368,12
1680,8.397398320998036,2.327770644678036,0,15.500987879186324,2.204861111111111,-3.567973135879269,14
1681,8.400827785997535,2.318670656739852,0,1.1380954562874068,2.204861111111111,0.0,9
1682,8.40584040199974,2.305392231477006,0,15.277658053669407,2.187222222222222,-3.5239894902803925,10
1683,8.410934701998485,2.2919248119190865,0,15.245034307295278,2.169583333333333,-3.5054048803594364,7
1684,8.415941502997157,2.278715740698308,0,1.0913240736497487,2.169583333333333,0.0,11
1685,8.4209796369978,2.265451190644506,0,15.241255520331604,2.151944444444444,-3.5265470145827464,15
1686,8.425975214999198,2.252325738858766,0,1.0038129441432186,2.151944444444444,0.0,1
1687,8.430813572998886,2.2396391737811214,0,15.069796940929635,2.1343055555555552,-3.504115189668493,7
1688,8.435941168998397,2.226222049639455,0,15.175469481494243,2.1166666666666667,-3.51997891294159,-3
1689,8.440975024997897,2.213078215866982,0,0.9641154920031525,2.1166666666666667,0.0,18
1690,8.445972252000502,2.2000575992479794,0,15.100156193205226,2.0990277777777777,-3.5224644946258024,15
1691,8.45096942300006,2.1870647317419407,0,0.88036953964163,2.0990277777777777,0.0,16
1692,8.455971723997209,2.17408629990242,0,15.200792470649215,2.0813888888888887,-3.5684545901284754,9
1693,8.46092615499947,2.1612595828579844,0,0.7987069396909563,2.0813888888888887,0.0,12
1694,8.465922511997633,2.14835218137519,0,14.84543718997103,2.0637499999999998,-3.499853844054782,12
1695,8.470960793998529,2.1353649311064475,0,0.7161493110644779,2.0637499999999998,0.0,16
1696,8.475965149998956,2.1224935501539295,0,15.02946665019401,2.0461111111111108,-3.5664105649414557,16
1697,8.480918765999377,2.1097806919723188,0,0.63669580861208,2.0461111111111108,0.0,9
1698,8.48591512299754,2.0969865064468007,0,14.776253033863437,2.0284722222222222,-3.522777547904413,7
1699,8.490957071000594,2.0841045789110453,0,14.748349052740494,2.0108333333333333,-3.5039091492408434,14
1700,8.495962539000175,2.0713448024592207,0,0.6051146912588745,2.0108333333333333,0.0,-4
1701,8.500948042998061,2.0586647122501764,0,14.773226016122116,1.9931944444444443,-3.529630834516199,14
1702,8.505952306997642,2.0459659329824453,0,0.5277148853800107,1.9931944444444443,0.0,-5
1703,8.510945885998808,2.033323379192037,0,14.69432025706685,1.9755555555555553,-3.529160505175508,-4
1704,8.51594348299841,2.0206998928235724,0,0.45144337268017143,1.9755555555555553,0.0,18
1705,8.52240834300028,2.0044138277240275,0,0.28858272168472254,1.9755555555555553,0.0,17
1706,8.525901621997036,1.9956342252023598,0,14.48247531511728,1.9579166666666663,-3.5263249324400863,13
1707,8.530900163998012,1.9830966521846696,0,14.458845266488446,1.9402777777777778,-3.5076641306048817,14
1708,8.535902630999772,1.9705790276470219,0,0.30301249869244096,1.9402777777777778,0.0,12
1709,8.542319176998717,1.9545667986136852,0,14.31766679047268,1.9226388888888888,-3.499596923306179,5
1710,8.54593706599917,1.9455603110112234,0,0.22921422122334612,1.9226388888888888,0.0,11
1711,8.55239248199723,1.9295292303276468,0,14.525905733426592,1.9049999999999998,-3.5701533575375306,13
1712,8.55589424199934,1.9208542379399658,0,0.15854237939965987,1.9049999999999998,0.0,6
1713,8.562314732000232,1.9049873576088112,0,-0.00012642391188588675,1.9049999999999998,0.0,0
1714,8.565937639999902,1.896056321271678,0,14.197473395006337,1.8873611111111108,-3.5276303233501665,3
1715,8.572267223997187,1.880491528488272,0,-0.06869582622838877,1.8873611111111108,0.0,-5
1716,8.575887686998612,1.8716107786511378,0,14.159836910146527,1.869722222222222,-3.5352378364643426,-2
1717,8.582304750998446,1.8559099608326886,0,14.129584722883173,1.8520833333333333,-3.5228296119724054,-5
1718,8.585925788000168,1.8470728059848267,0,-0.05010527348506599,1.8520833333333333,0.0,13
1719,8.592381593000027,1.8313579056597358,0,-0.2072542767359753,1.8520833333333333,0.0,16
1720,8.59587842700057,1.8228675663427225,0,14.03442516396935,1.8344444444444443,-3.537548486246642,12
1721,8.602316675998736,1.8072755939965157,0,-0.27168850447928605,1.8344444444444443,0.0,-1
1722,8.606058768000366,1.798237091969809,0,13.837947057055402,1.8168055555555553,-3.505907923228216,17
1723,8.612385852000443,1.7829951918745062,0,-0.3381036368104917,1.8168055555555553,0.0,12
1724,8.615863723000075,1.774638664238632,0,13.93076303337065,1.7991666666666666,-3.5440107644127488,10
1725,8.62087032099953,1.7626360102004002,0,-0.3653065646626641,1.7991666666666666,0.0,9
1726,8.625866935999511,1.750689229102973,0,13.786792441899218,1.7815277777777776,-3.523794482161816,8
1727,8.632126464999601,1.7357680572844645,0,-0.45759720493313116,1.7815277777777776,0.0,7
1728,8.63603340699774,1.726480450236454,0,13.810351753508325,1.7638888888888888,-3.5461090350081683,3
1729,8.641031577997637,1.7146275347434896,0,-0.4926135414539923,1.7638888888888888,0.0,7
1730,8.646028027000284,1.7028110877075546,0,13.749835989007588,1.7462499999999999,-3.54605627798301,1
1731,8.652372035998269,1.6878545420016078,0,-0.5839545799839208,1.7462499999999999,0.0,-5
1732,8.655857685997034,1.6796592084644573,0,13.685680996467891,1.7286111111111109,-3.5438000057336065,10
1733,8.662353471998358,1.6644290776590411,0,-0.6418203345206974,1.7286111111111109,0.0,-6
1734,8.666019674998097,1.6558577490934039,0,13.547629947494821,1.7109722222222221,-3.524693669695751,1
1735,8.67238779499894,1.641011732997776,0,-0.6996048922444609,1.7109722222222221,0.0,12
1736,8.675858315000369,1.632943524323926,0,-0.7802869789829603,1.7109722222222221,0.0,10
1737,8.680853931000456,1.6213579166035945,0,13.369999698765708,1.6933333333333331,-3.5224384665157737,4
1738,8.685844990999612,1.60981611678142,0,-0.8351721655191313,1.6933333333333331,0.0,3
1739,8.690842607000377,1.5982925622109234,0,-0.9504077112240972,1.6933333333333331,0.0,-6
1740,8.696010591000231,1.5864114488005892,0,13.222188188581017,1.6756944444444444,-3.528754536254892,8
1741,8.701026003000152,1.5749155091934384,0,-1.00778935251006,1.6756944444444444,0.0,8
1742,8.705838750000112,1.5639160802605439,0,-1.1177836418390052,1.6756944444444444,0.0,11
1743,8.710835328998655,1.5525297520063837,0,12.972918502553487,1.6580555555555554,-3.507044134511301,2
1744,8.717263337999611,1.5379314355776459,0,-1.201241199779095,1.6580555555555554,0.0,-5
1745,8.72100309599773,1.529464236411787,0,12.943281715366835,1.6404166666666666,-3.513201504478908,7
1746,8.727214661998005,1.5154429763909643,0,-1.2497369027570238,1.6404166666666666,0.0,-4
1747,8.730837495997548,1.5072897085130945,0,12.862972439198375,1.6227777777777777,-3.5044632829613014,4
1748,8.737372706997121,1.4926278684769874,0,-1.301499093007903,1.6227777777777777,0.0,-1
1749,8.740996798998822,1.4845226403250438,0,12.891412129723784,1.605138888888889,-3.524393653840559,10
1750,8.747347456999705,1.4703634706755242,0,-1.347754182133647,1.605138888888889,0.0,-1
1751,8.750824735998322,1.4626344660965267,0,-1.425044227923622,1.605138888888889,0.0,1
1752,8.757367651000095,1.448137229861357,0,12.660681508137621,1.5875,-3.5135773023810124,-3
1753,8.760988224999892,1.440140852533371,0,-1.4735914746662893,1.5875,0.0,4
1754,8.767338511999696,1.4261601656919258,0,12.242234251118397,1.5698611111111112,-3.4198109263275627,6
1755,8.771105603998876,1.4178934707818334,0,-1.5196764032927779,1.5698611111111112,0.0,3
1756,8.780891521997546,1.396512657250517,0,11.151168028422038,1.5522222222222222,-3.177065919534772,10
1757,8.781674050998845,1.3948088165620782,0,-1.5741340566014395,1.5522222222222222,0.0,11
1758,8.787529825000092,1.3820864295314768,0,12.834927277075264,1.5345833333333332,-3.5899740787734573,5
