331.2182; 339.0688; 0.0488; 0.0000; -361.5382; 0.1940
331.5182; 676.7994; 0.0163; 10.0000; -361.5162; 0.1940
331.8181; 1011.8591; 0.0488; 0.0000; -361.5382; 0.1940
332.1181; 1342.9252; 0.0000; 1.0000; -361.5162; 0.1940
332.4181; 1668.6913; 0.0651; 0.0000; -361.5162; 0.1940
332.7181; 1987.8717; 0.0488; -16.0000; -361.5382; 0.1940
333.0181; 2299.2070; 0.0651; 0.0000; -361.5382; 0.1940
333.3181; 2601.4685; 0.0488; 0.0000; -361.5162; 0.1940
333.6181; 2893.4631; 0.0488; 0.0000; -361.5162; 0.1940
333.9181; 3174.0386; 0.0488; 0.0000; -361.5162; 0.1940
334.2180; 3442.0876; 0.0325; 0.0000; -361.5382; 0.1940
334.5180; 3696.5522; 0.0488; 16.0000; -361.5162; 0.1940
334.8180; 3936.4285; 0.0000; 0.0000; -361.5162; 0.1940
335.1180; 4160.7690; 0.0488; -16.0000; -361.5382; 0.1940
335.4180; 4368.6895; 0.0814; -16.0000; -361.5382; 0.1940
335.7180; 4559.3687; 0.0000; 0.0000; -361.5382; 0.1940
336.0180; 4732.0537; 0.0325; 0.0000; -361.5162; 0.1940
336.3180; 4886.0640; 0.0651; -12.0000; -361.5382; 0.1940
336.6180; 5020.7910; 0.0488; -16.0000; -361.5382; 0.1940
336.9179; 67.8566; 0.0325; 16.0000; -361.5162; 0.1940
337.2179; 744.0675; 0.6997; 1974.0000; -15.4697; -0.0176
337.5179; 1408.5438; 1.6760; 1016.0000; 491.0529; 0.1058
337.8179; 2050.8062; 1.1879; 1811.0000; 986.9401; 0.7408
338.1179; 2660.7263; 0.8787; 1694.0000; 1464.0396; 1.7110
338.4179; 3228.6851; 0.6997; 1260.0000; 1918.4618; 2.8575
338.7179; 3745.7258; 1.8225; 1591.0000; 2386.6838; 4.3215
339.0179; 4203.6943; 1.3669; 1006.0000; 2880.5713; 6.0325
339.3178; 4595.3682; 1.3994; 2134.0000; 3355.8469; 7.9551
339.6178; 4914.5703; 1.6109; 1903.0000; 3893.6824; 10.2129
339.9178; 5156.2671; 1.5947; 1973.0000; 4417.7622; 12.6118
340.2178; 5316.6465; 1.0414; -186.0000; 4923.9990; 14.8696
340.5178; 5393.1792; 1.0251; -6.0000; 5024.3325; 15.3282
340.8178; 5384.6587; 0.8787; -65.0000; 5033.7153; 15.3282
341.1178; 5291.2183; 0.9926; -238.0000; 4957.9712; 14.9225
341.4178; 5114.3306; 0.3417; -173.0000; 4802.4829; 14.0935
341.7177; 4856.7861; 0.6021; -366.0000; 4568.7896; 12.8940
342.0177; 4522.6460; -0.1302; -791.0000; 4267.7896; 11.3771
342.3177; 4117.1802; -0.0651; -1789.0000; 3900.9778; 9.6132
342.6177; 3646.7830; -0.0163; -1200.0000; 3440.7764; 7.6553
342.9177; 3118.8730; -0.8624; -1820.0000; 2965.5447; 5.7326
343.2177; 2541.7759; -1.1065; -2219.0000; 2421.1829; 3.7924
343.5177; 1924.5929; -1.2041; -1624.0000; 1887.8960; 2.2754
343.8177; 1277.0575; -1.0902; -1667.0000; 1318.4618; 0.9701
344.1176; 609.3818; -1.3994; -1733.0000; 814.9496; 0.2646
344.4176; -67.9043; -0.6021; -1263.0000; 337.8282; 0.0000
344.7176; -744.1194; -0.8624; -2087.0000; -119.2089; 0.1940
345.0176; -1408.5941; -1.4645; -1187.0000; -631.0493; 0.8643
345.3176; -2050.8494; -1.3669; -1470.0000; -1071.2983; 1.7815
345.6176; -2660.7622; -1.9038; -1329.0000; -1515.8762; 2.9457
345.9176; -3228.7139; -1.3994; -1487.0000; -2026.6837; 4.5685
346.2176; -3745.7476; -1.5947; -944.0000; -2563.8381; 6.4558
346.5175; -4203.7100; -1.4645; -2072.0000; -3043.5525; 8.5019
346.8175; -4595.3784; -2.3432; -1779.0000; -3603.9553; 10.8656
347.1175; -4914.5762; -1.7086; -1885.0000; -4155.2388; 13.4408
347.4175; -5156.2695; -2.3269; -2432.0000; -4687.5371; 16.1925
347.7175; -5316.6470; -2.2618; -1472.0000; -5264.6182; 19.1206
348.0175; -5393.1792; -1.6760; -113.0000; -5742.4209; 21.5547
348.3175; -5384.6592; -1.3506; 59.0000; -5753.6934; 21.5547
348.6175; -5291.2217; -1.0089; 344.0000; -5679.7070; 21.0961
348.9174; -5114.3394; -0.4231; 120.0000; -5522.6807; 20.1789
349.2174; -4856.8027; -0.8462; 899.0000; -5291.4482; 18.7854
349.5174; -4522.6729; -0.6672; 1404.0000; -4982.7358; 17.0215
349.8174; -4117.2188; 0.1464; 589.0000; -4605.9038; 15.0813
350.1174; -3646.8350; -0.3905; 1400.0000; -4159.7876; 12.7529
350.4174; -3118.9392; 0.5533; 1461.0000; -3690.7087; 10.5481
