0.0000; 0.0000; 0.0000; 0.0000; 0.0000; 0.0000
0.3000; 0.0000; 0.0163; 0.0000; 0.8570; 0.0000
0.6000; 0.0000; 0.0163; 0.0000; 0.8790; 0.0000
0.9000; 0.0000; -0.0163; -16.0000; 0.8570; 0.0000
1.2000; 0.0000; 0.1139; -8.0000; 0.8570; 0.0000
1.5000; 0.0000; 0.0651; 0.0000; 0.8790; 0.0000
1.8000; 0.0000; 0.0488; 8.0000; 0.9009; 0.0000
2.1000; 0.0000; 0.0163; 0.0000; 0.8570; 0.0000
2.4000; 0.0000; 0.0488; 0.0000; 0.8570; 0.0000
2.7000; 0.0000; -0.0651; 0.0000; 0.8790; 0.0000
0.0000; 0.0000; 0.0814; 0.0000; 0.8790; 0.0000
0.3000; 288.0000; -0.2929; 1197.0000; 215.7627; 0.0000
0.6000; 575.9999; 0.2278; 1102.0000; 498.2824; 0.0000
0.9000; 863.9996; 0.1790; 593.0000; 793.1734; 0.0000
1.2000; 1151.9994; 0.1953; 506.0000; 1080.7471; 0.0000
1.5000; 1439.9990; -0.2441; 747.0000; 1370.1666; 0.0000
1.8000; 1727.9988; -0.2766; 1163.0000; 1655.7847; 0.0000
2.1000; 2015.9985; -0.0325; 1142.0000; 1941.6444; 0.0000
2.4000; 2303.9983; -0.0488; 903.0000; 2233.9204; 0.0000
2.7000; 2591.9980; 0.0325; 774.0000; 2522.3733; 0.0000
3.0000; 2879.9978; -0.3254; 777.0000; 2812.0125; 0.0000
3.3000; 3167.9976; 0.0163; 519.0000; 3099.1467; 0.0000
3.6000; 3455.9971; -0.4068; 937.0000; 3387.4456; 0.0000
3.9000; 3600.0000; -0.0488; 0.0000; 3600.1318; 0.0000
4.2000; 3600.0000; 0.0000; 0.0000; 3600.1538; 0.0000
4.5000; 3600.0000; 0.0163; 0.0000; 3600.1538; 0.0000
4.8000; 3600.0000; 0.0163; 0.0000; 3600.1538; 0.0000
5.1000; 3600.0000; -0.0488; 16.0000; 3600.1538; 0.0000
5.4000; 3600.0000; 0.0000; 16.0000; 3600.1538; 0.0000
5.7000; 3600.0000; -0.0325; -13.0000; 3600.1318; 0.0000
6.0000; 3600.0000; 0.0163; 0.0000; 3600.1318; 0.0000
6.3000; 3600.0000; 0.0000; 0.0000; 3600.1538; 0.0000
6.6000; 3600.0000; 0.0000; 0.0000; 3600.1318; 0.0000
6.9000; 3600.0000; 0.0163; 16.0000; 3600.1538; 0.0000
7.2000; 3600.0000; 0.0163; 0.0000; 3600.1318; 0.0000
7.5000; 3599.9800; 0.0163; 0.0000; 3600.1538; 0.0000
7.8000; 3311.9778; -0.0325; -472.0000; 3381.8201; 0.0000
8.1000; 3023.9778; 0.0976; -1148.0000; 3098.2458; 0.0000
8.4000; 2735.9802; -0.1790; -763.0000; 2807.0684; 0.0000
8.7000; 2447.9827; -0.3580; -638.0000; 2520.2417; 0.0000
9.0000; 2159.9854; 0.3092; -503.0000; 2228.4709; 0.0000
9.3000; 1871.9879; -0.0163; -546.0000; 1941.9740; 0.0000
9.6000; 1583.9905; 0.0000; -1146.0000; 1658.2897; 0.0000
9.9000; 1295.9930; -0.1790; -747.0000; 1367.3979; 0.0000
10.2000; 1007.9956; -0.1790; -653.0000; 1080.1099; 0.0000
10.5000; 719.9982; 0.3092; -493.0000; 788.2512; 0.0000
10.8000; 432.0007; -0.0488; -628.0000; 502.0399; 0.0000
11.1000; 144.0033; -0.0325; -1163.0000; 218.6193; 0.0000
11.4000; 0.0000; -0.1139; 0.0000; 0.4175; 0.0000
11.7000; 0.0000; -0.1627; 0.0000; 0.3736; 0.0000
12.0000; 0.0000; -0.1953; 0.0000; 0.3736; 0.0000
12.3000; 0.0000; -0.1790; 0.0000; 0.3955; 0.0000
12.6000; 0.0000; -0.0814; 0.0000; 0.3955; 0.0000
12.9000; 0.0000; -0.1464; 0.0000; 0.3955; 0.0000
13.2000; 0.0000; -0.0976; 0.0000; 0.3955; 0.0000
13.5000; 0.0000; -0.0976; 0.0000; 0.3955; 0.0000
13.8000; 0.0000; -0.1790; 0.0000; 0.3955; 0.0000
14.1000; 0.0000; -0.0651; 0.0000; 0.3955; 0.0000
14.4000; 0.0000; 0.0163; 0.0000; 0.3955; 0.0000
14.7000; 0.0000; -0.2278; 0.0000; 0.3955; 0.0000
15.0000; 0.0000; -0.1790; 0.0000; 0.3736; 0.0000
15.3000; 287.9608; -0.1627; 579.0000; 218.3996; 0.0000
15.6000; 575.9583; -0.3254; 970.0000; 506.7863; 0.0000
15.9000; 863.9557; 0.0163; 830.0000; 793.1514; 0.0000
16.2000; 1151.9586; -0.1139; 741.0000; 1080.1099; 0.0000
16.5000; 1439.9652; -0.4068; 688.0000; 1371.8367; 0.0000
16.8000; 1727.9718; -0.1302; 606.0000; 1658.3776; 0.0000
17.1000; 2015.9784; -0.3092; 1135.0000; 1945.8414; 0.0000
17.4000; 2303.9849; 0.0814; 887.0000; 2232.9536; 0.0000
17.7000; 2591.9917; -0.0163; 722.0000; 2520.1318; 0.0000
18.0000; 2879.9980; -0.1627; 627.0000; 2812.3420; 0.0000
18.3000; 3168.0049; -0.2441; 586.0000; 3098.3777; 0.0000
18.6000; 3456.0112; -0.3417; 998.0000; 3386.8303; 0.0000
18.9000; 3600.0000; 0.0325; 0.0000; 3599.9341; 0.0000
19.2000; 3600.0000; 0.0976; 0.0000; 3599.9780; 0.0000
19.5000; 3600.0000; 0.0488; 0.0000; 3599.9561; 0.0000
19.8000; 3600.0000; -0.0163; 0.0000; 3599.9561; 0.0000
20.1000; 3600.0000; 0.1464; 0.0000; 3599.9561; 0.0000
20.4001; 3600.0000; 0.0488; 0.0000; 3599.9561; 0.0000
20.7001; 3600.0000; 0.0651; 0.0000; 3599.9341; 0.0000
21.0001; 3600.0000; 0.0976; -16.0000; 3599.9341; 0.0000
21.3001; 3600.0000; 0.0814; 0.0000; 3599.9341; 0.0000
21.6001; 3600.0000; 0.0000; 0.0000; 3599.9561; 0.0000
21.9001; 3600.0000; 0.1464; 0.0000; 3599.9561; 0.0000
22.2001; 3600.0000; 0.0488; 0.0000; 3599.9341; 0.0000
22.5001; 3599.9028; 0.1139; 0.0000; 3599.9561; 0.0000
